Time period,Bus Contract Region,Card Type,Trip
2/1/18,Sydney Metro Contract 8,School Opal,"196,148"
2/1/18,Sydney Metro Contract 8,Gold Opal,"280,867"
2/1/18,Sydney Metro Contract 9,Adult,"4,418,599"
2/1/18,Sydney Metro Contract 9,Adult,"11,892"
2/1/18,Sydney Metro Contract 9,Adult,"8,192"
2/1/18,Sydney Metro Contract 9,Adult,803
2/1/18,Sydney Metro Contract 9,Child/Youth,"195,538"
2/1/18,Sydney Metro Contract 9,Opal Single Ticket,996
2/1/18,Sydney Metro Contract 9,Opal Single Ticket,597
2/1/18,Sydney Metro Contract 9,Opal Single Ticket,60
2/1/18,Sydney Metro Contract 9,Concession,"334,576"
2/1/18,Sydney Metro Contract 9,Other,"22,621"
2/1/18,Sydney Metro Contract 9,Free Opal,"6,834"
2/1/18,Sydney Metro Contract 9,School Opal,"90,931"
2/1/18,Sydney Metro Contract 9,Gold Opal,"771,031"
2/1/18,Sydney Metro Contract 10,Adult,"271,544"
2/1/18,Sydney Metro Contract 10,Adult,"4,709"
2/1/18,Sydney Metro Contract 10,Adult,"1,515"
2/1/18,Sydney Metro Contract 10,Adult,189
2/1/18,Sydney Metro Contract 10,Child/Youth,"50,213"
2/1/18,Sydney Metro Contract 10,Opal Single Ticket,"1,187"
2/1/18,Sydney Metro Contract 10,Opal Single Ticket,548
2/1/18,Sydney Metro Contract 10,Opal Single Ticket,62
2/1/18,Sydney Metro Contract 10,Concession,"28,631"
2/1/18,Sydney Metro Contract 10,Free Opal,"1,214"
2/1/18,Sydney Metro Contract 10,School Opal,"159,157"
2/1/18,Sydney Metro Contract 10,Gold Opal,"146,352"
2/1/18,Sydney Metro Contract 12,Adult,"104,102"
2/1/18,Sydney Metro Contract 12,Adult,773
2/1/18,Sydney Metro Contract 12,Adult,240
2/1/18,Sydney Metro Contract 12,Adult,21
2/1/18,Sydney Metro Contract 12,Child/Youth,"34,237"
2/1/18,Sydney Metro Contract 12,Opal Single Ticket,210
2/1/18,Sydney Metro Contract 12,Opal Single Ticket,98
2/1/18,Sydney Metro Contract 12,Opal Single Ticket,6
2/1/18,Sydney Metro Contract 12,Concession,"11,291"
2/1/18,Sydney Metro Contract 12,Free Opal,414
2/1/18,Sydney Metro Contract 12,School Opal,"133,763"
2/1/18,Sydney Metro Contract 12,Gold Opal,"35,356"
2/1/18,Sydney Metro Contract 13,Adult,"298,716"
2/1/18,Sydney Metro Contract 13,Adult,"8,078"
2/1/18,Sydney Metro Contract 13,Adult,"3,094"
2/1/18,Sydney Metro Contract 13,Adult,332
2/1/18,Sydney Metro Contract 13,Child/Youth,"47,834"
2/1/18,Sydney Metro Contract 13,Opal Single Ticket,"1,205"
2/1/18,Sydney Metro Contract 13,Opal Single Ticket,647
2/1/18,Sydney Metro Contract 13,Opal Single Ticket,75
2/1/18,Sydney Metro Contract 13,Concession,"39,543"
2/1/18,Sydney Metro Contract 13,Other,1
2/1/18,Sydney Metro Contract 13,Free Opal,"1,251"
2/1/18,Sydney Metro Contract 13,School Opal,"112,255"
2/1/18,Sydney Metro Contract 13,Gold Opal,"188,939"
2/1/18,Sydney Metro Contract 14,Adult,"230,624"
2/1/18,Sydney Metro Contract 14,Adult,893
2/1/18,Sydney Metro Contract 14,Adult,721
2/1/18,Sydney Metro Contract 14,Adult,"1,096"
2/1/18,Sydney Metro Contract 14,Child/Youth,"43,962"
2/1/18,Sydney Metro Contract 14,Opal Single Ticket,364
2/1/18,Sydney Metro Contract 14,Opal Single Ticket,349
2/1/18,Sydney Metro Contract 14,Opal Single Ticket,193
2/1/18,Sydney Metro Contract 14,Concession,"18,660"
2/1/18,Sydney Metro Contract 14,Free Opal,462
2/1/18,Sydney Metro Contract 14,School Opal,"94,862"
2/1/18,Sydney Metro Contract 14,Gold Opal,"47,686"
2/1/18,Sydney Metro Contract 15,Adult,"85,718"
2/1/18,Sydney Metro Contract 15,Adult,"8,939"
2/1/18,Sydney Metro Contract 15,Adult,"2,712"
2/1/18,Sydney Metro Contract 15,Adult,498
2/1/18,Sydney Metro Contract 15,Child/Youth,"30,134"
2/1/18,Sydney Metro Contract 15,Opal Single Ticket,"2,781"
2/1/18,Sydney Metro Contract 15,Opal Single Ticket,"1,050"
2/1/18,Sydney Metro Contract 15,Opal Single Ticket,124
2/1/18,Sydney Metro Contract 15,Concession,"14,123"
2/1/18,Sydney Metro Contract 15,Free Opal,831
2/1/18,Sydney Metro Contract 15,School Opal,"129,588"
2/1/18,Sydney Metro Contract 15,Gold Opal,"58,520"
2/1/18,Outer Sydney Metro Contract 1,Adult,"3,301"
2/1/18,Outer Sydney Metro Contract 1,Adult,234
2/1/18,Outer Sydney Metro Contract 1,Adult,192
2/1/18,Outer Sydney Metro Contract 1,Adult,921
2/1/18,Outer Sydney Metro Contract 1,Child/Youth,"2,091"
2/1/18,Outer Sydney Metro Contract 1,Opal Single Ticket,66
2/1/18,Outer Sydney Metro Contract 1,Opal Single Ticket,40
2/1/18,Outer Sydney Metro Contract 1,Opal Single Ticket,181
2/1/18,Outer Sydney Metro Contract 1,Concession,"1,095"
2/1/18,Outer Sydney Metro Contract 1,Free Opal,101
2/1/18,Outer Sydney Metro Contract 1,School Opal,"39,898"
2/1/18,Outer Sydney Metro Contract 1,Gold Opal,"7,258"
2/1/18,Outer Sydney Metro Contract 2,Adult,"13,618"
2/1/18,Outer Sydney Metro Contract 2,Adult,"2,206"
2/1/18,Outer Sydney Metro Contract 2,Adult,"1,145"
2/1/18,Outer Sydney Metro Contract 2,Adult,918
2/1/18,Outer Sydney Metro Contract 2,Child/Youth,"7,234"
2/1/18,Outer Sydney Metro Contract 2,Opal Single Ticket,357
2/1/18,Outer Sydney Metro Contract 2,Opal Single Ticket,279
2/1/18,Outer Sydney Metro Contract 2,Opal Single Ticket,347
2/1/18,Outer Sydney Metro Contract 2,Concession,"4,108"
2/1/18,Outer Sydney Metro Contract 2,Free Opal,381
2/1/18,Outer Sydney Metro Contract 2,School Opal,"88,189"
2/1/18,Outer Sydney Metro Contract 2,Gold Opal,"27,301"
2/1/18,Outer Sydney Metro Contract 3,Adult,"6,193"
2/1/18,Outer Sydney Metro Contract 3,Adult,559
2/1/18,Outer Sydney Metro Contract 3,Adult,835
2/1/18,Outer Sydney Metro Contract 3,Adult,"1,108"
2/1/18,Outer Sydney Metro Contract 3,Child/Youth,"1,576"
2/1/18,Outer Sydney Metro Contract 3,Opal Single Ticket,209
2/1/18,Outer Sydney Metro Contract 3,Opal Single Ticket,663
2/1/18,Outer Sydney Metro Contract 3,Opal Single Ticket,336
2/1/18,Outer Sydney Metro Contract 3,Concession,"1,153"
2/1/18,Outer Sydney Metro Contract 3,Free Opal,138
2/1/18,Outer Sydney Metro Contract 3,School Opal,"5,562"
2/1/18,Outer Sydney Metro Contract 3,Gold Opal,"8,512"
2/1/18,Outer Sydney Metro Contract 4,Adult,"17,146"
2/1/18,Outer Sydney Metro Contract 4,Adult,"1,441"
2/1/18,Outer Sydney Metro Contract 4,Adult,"1,092"
2/1/18,Outer Sydney Metro Contract 4,Adult,276
2/1/18,Outer Sydney Metro Contract 4,Child/Youth,"5,956"
2/1/18,Outer Sydney Metro Contract 4,Opal Single Ticket,303
2/1/18,Outer Sydney Metro Contract 4,Opal Single Ticket,465
2/1/18,Outer Sydney Metro Contract 4,Opal Single Ticket,139
2/1/18,Outer Sydney Metro Contract 4,Concession,"4,901"
2/1/18,Outer Sydney Metro Contract 4,Free Opal,192
2/1/18,Outer Sydney Metro Contract 4,School Opal,"20,641"
2/1/18,Outer Sydney Metro Contract 4,Gold Opal,"24,940"
2/1/18,NISC 1,Adult,"111,768"
2/1/18,NISC 1,Adult,"6,394"
2/1/18,NISC 1,Adult,"5,020"
2/1/18,NISC 1,Adult,981
2/1/18,NISC 1,Child/Youth,"24,230"
2/1/18,NISC 1,Opal Single Ticket,"1,092"
2/1/18,NISC 1,Opal Single Ticket,"1,084"
2/1/18,NISC 1,Opal Single Ticket,295
2/1/18,NISC 1,Concession,"27,641"
2/1/18,NISC 1,Other,"2,617"
2/1/18,NISC 1,Free Opal,"1,060"
2/1/18,NISC 1,Other,672
2/1/18,NISC 1,Other,"55,421"
2/1/18,NISC 1,School Opal,"91,730"
2/1/18,NISC 1,Gold Opal,"121,598"
2/1/18,Outer Sydney Metro Contract 6,Adult,"92,436"
2/1/18,Outer Sydney Metro Contract 6,Adult,"6,246"
2/1/18,Outer Sydney Metro Contract 6,Adult,"4,462"
2/1/18,Outer Sydney Metro Contract 6,Adult,"1,126"
2/1/18,Outer Sydney Metro Contract 6,Child/Youth,"26,940"
2/1/18,Outer Sydney Metro Contract 6,Opal Single Ticket,"1,613"
2/1/18,Outer Sydney Metro Contract 6,Opal Single Ticket,"1,987"
2/1/18,Outer Sydney Metro Contract 6,Opal Single Ticket,611
2/1/18,Outer Sydney Metro Contract 6,Concession,"15,885"
2/1/18,Outer Sydney Metro Contract 6,Free Opal,"1,808"
2/1/18,Outer Sydney Metro Contract 6,School Opal,"113,149"
2/1/18,Outer Sydney Metro Contract 6,Gold Opal,"118,364"
2/1/18,Outer Sydney Metro Contract 7,Adult,"40,177"
2/1/18,Outer Sydney Metro Contract 7,Adult,"3,015"
2/1/18,Outer Sydney Metro Contract 7,Adult,"1,875"
2/1/18,Outer Sydney Metro Contract 7,Adult,"1,433"
2/1/18,Outer Sydney Metro Contract 7,Child/Youth,"15,174"
2/1/18,Outer Sydney Metro Contract 7,Opal Single Ticket,761
2/1/18,Outer Sydney Metro Contract 7,Opal Single Ticket,888
2/1/18,Outer Sydney Metro Contract 7,Opal Single Ticket,547
2/1/18,Outer Sydney Metro Contract 7,Concession,"7,229"
2/1/18,Outer Sydney Metro Contract 7,Free Opal,746
2/1/18,Outer Sydney Metro Contract 7,School Opal,"92,583"
2/1/18,Outer Sydney Metro Contract 7,Gold Opal,"55,181"
2/1/18,Outer Sydney Metro Contract 8,Adult,"35,866"
2/1/18,Outer Sydney Metro Contract 8,Adult,973
2/1/18,Outer Sydney Metro Contract 8,Adult,203
2/1/18,Outer Sydney Metro Contract 8,Adult,45
2/1/18,Outer Sydney Metro Contract 8,Child/Youth,"6,210"
2/1/18,Outer Sydney Metro Contract 8,Opal Single Ticket,56
2/1/18,Outer Sydney Metro Contract 8,Opal Single Ticket,45
2/1/18,Outer Sydney Metro Contract 8,Opal Single Ticket,4
2/1/18,Outer Sydney Metro Contract 8,Concession,"1,484"
2/1/18,Outer Sydney Metro Contract 8,Free Opal,168
2/1/18,Outer Sydney Metro Contract 8,School Opal,"41,356"
2/1/18,Outer Sydney Metro Contract 8,Gold Opal,"16,407"
2/1/18,Outer Sydney Metro Contract 9,Adult,"5,849"
2/1/18,Outer Sydney Metro Contract 9,Adult,215
2/1/18,Outer Sydney Metro Contract 9,Adult,97
2/1/18,Outer Sydney Metro Contract 9,Adult,70
2/1/18,Outer Sydney Metro Contract 9,Child/Youth,"1,885"
2/1/18,Outer Sydney Metro Contract 9,Opal Single Ticket,90
2/1/18,Outer Sydney Metro Contract 9,Opal Single Ticket,14
2/1/18,Outer Sydney Metro Contract 9,Opal Single Ticket,9
2/1/18,Outer Sydney Metro Contract 9,Concession,430
2/1/18,Outer Sydney Metro Contract 9,Free Opal,72
2/1/18,Outer Sydney Metro Contract 9,School Opal,"18,127"
2/1/18,Outer Sydney Metro Contract 9,Gold Opal,"3,755"
2/1/18,Outer Sydney Metro Contract 10,Adult,"48,519"
2/1/18,Outer Sydney Metro Contract 10,Adult,"7,007"
2/1/18,Outer Sydney Metro Contract 10,Adult,"5,001"
2/1/18,Outer Sydney Metro Contract 10,Adult,"1,839"
2/1/18,Outer Sydney Metro Contract 10,Child/Youth,"25,649"
2/1/18,Outer Sydney Metro Contract 10,Opal Single Ticket,"1,966"
2/1/18,Outer Sydney Metro Contract 10,Opal Single Ticket,"1,382"
2/1/18,Outer Sydney Metro Contract 10,Opal Single Ticket,327
2/1/18,Outer Sydney Metro Contract 10,Concession,"13,745"
2/1/18,Outer Sydney Metro Contract 10,Free Opal,"1,115"
2/1/18,Outer Sydney Metro Contract 10,School Opal,"194,054"
2/1/18,Outer Sydney Metro Contract 10,Gold Opal,"102,220"
2/1/18,Outer Sydney Metro Contract 11,Adult,668
