Time period,Bus Contract Region,Card Type,Trip
6/1/21,Sydney Metro Contract 5,CTP,"24,892"
6/1/21,Sydney Metro Contract 5,Day Pass Ticket,6
6/1/21,Sydney Metro Contract 5,Other,449
6/1/21,Sydney Metro Contract 5,Free Opal,290
6/1/21,Sydney Metro Contract 5,School Opal,"15,119"
6/1/21,Sydney Metro Contract 5,Gold Opal,"87,032"
6/1/21,SBSC Contract 6,Adult,"1,163,303"
6/1/21,SBSC Contract 6,Adult,3
6/1/21,SBSC Contract 6,Adult,7
6/1/21,SBSC Contract 6,Adult,2
6/1/21,SBSC Contract 6,Child/Youth,"66,412"
6/1/21,SBSC Contract 6,Concession,"164,858"
6/1/21,SBSC Contract 6,CTP,"597,681"
6/1/21,SBSC Contract 6,Day Pass Ticket,2
6/1/21,SBSC Contract 6,Day Pass Ticket,56
6/1/21,SBSC Contract 6,Other,"12,625"
6/1/21,SBSC Contract 6,Free Opal,"4,281"
6/1/21,SBSC Contract 6,Other,"3,600"
6/1/21,SBSC Contract 6,School Opal,"69,949"
6/1/21,SBSC Contract 6,Gold Opal,"531,968"
6/1/21,Sydney Metro Contract 7,Adult,"717,941"
6/1/21,Sydney Metro Contract 7,Adult,4
6/1/21,Sydney Metro Contract 7,Adult,1
6/1/21,Sydney Metro Contract 7,Adult,2
6/1/21,Sydney Metro Contract 7,Child/Youth,"57,182"
6/1/21,Sydney Metro Contract 7,Concession,"77,140"
6/1/21,Sydney Metro Contract 7,CTP,"305,200"
6/1/21,Sydney Metro Contract 7,Day Pass Ticket,60
6/1/21,Sydney Metro Contract 7,Other,"5,482"
6/1/21,Sydney Metro Contract 7,Free Opal,"2,077"
6/1/21,Sydney Metro Contract 7,School Opal,"113,681"
6/1/21,Sydney Metro Contract 7,Gold Opal,"244,181"
6/1/21,Sydney Metro Contract 8,Adult,"682,283"
6/1/21,Sydney Metro Contract 8,Adult,7
6/1/21,Sydney Metro Contract 8,Adult,2
6/1/21,Sydney Metro Contract 8,Adult,1
6/1/21,Sydney Metro Contract 8,Child/Youth,"89,033"
6/1/21,Sydney Metro Contract 8,Opal Single Ticket,1
6/1/21,Sydney Metro Contract 8,Concession,"57,373"
6/1/21,Sydney Metro Contract 8,CTP,"394,901"
6/1/21,Sydney Metro Contract 8,Day Pass Ticket,13
6/1/21,Sydney Metro Contract 8,Other,"8,453"
6/1/21,Sydney Metro Contract 8,Free Opal,"2,662"
6/1/21,Sydney Metro Contract 8,School Opal,"110,195"
6/1/21,Sydney Metro Contract 8,Gold Opal,"220,748"
6/1/21,Sydney Metro Contract 9,Adult,"1,043,552"
6/1/21,Sydney Metro Contract 9,Adult,8
6/1/21,Sydney Metro Contract 9,Adult,4
6/1/21,Sydney Metro Contract 9,Child/Youth,"47,933"
6/1/21,Sydney Metro Contract 9,Opal Single Ticket,1
6/1/21,Sydney Metro Contract 9,Concession,"118,615"
6/1/21,Sydney Metro Contract 9,CTP,"779,028"
6/1/21,Sydney Metro Contract 9,Day Pass Ticket,26
6/1/21,Sydney Metro Contract 9,Other,"8,752"
6/1/21,Sydney Metro Contract 9,Free Opal,"4,082"
6/1/21,Sydney Metro Contract 9,School Opal,"30,398"
6/1/21,Sydney Metro Contract 9,Gold Opal,"431,246"
6/1/21,Sydney Metro Contract 10,Adult,"139,241"
6/1/21,Sydney Metro Contract 10,Adult,5
6/1/21,Sydney Metro Contract 10,Child/Youth,"24,549"
6/1/21,Sydney Metro Contract 10,Concession,"17,302"
6/1/21,Sydney Metro Contract 10,CTP,"48,674"
6/1/21,Sydney Metro Contract 10,Day Pass Ticket,4
6/1/21,Sydney Metro Contract 10,Other,705
6/1/21,Sydney Metro Contract 10,Free Opal,827
6/1/21,Sydney Metro Contract 10,School Opal,"99,096"
6/1/21,Sydney Metro Contract 10,Gold Opal,"106,715"
6/1/21,Sydney Metro Contract 12,Adult,"49,714"
6/1/21,Sydney Metro Contract 12,Adult,1
6/1/21,Sydney Metro Contract 12,Child/Youth,"16,385"
6/1/21,Sydney Metro Contract 12,Concession,"7,284"
6/1/21,Sydney Metro Contract 12,CTP,"14,806"
6/1/21,Sydney Metro Contract 12,Other,241
6/1/21,Sydney Metro Contract 12,Free Opal,370
6/1/21,Sydney Metro Contract 12,School Opal,"98,219"
6/1/21,Sydney Metro Contract 12,Gold Opal,"25,020"
6/1/21,Sydney Metro Contract 13,Adult,"168,286"
6/1/21,Sydney Metro Contract 13,Adult,1
6/1/21,Sydney Metro Contract 13,Child/Youth,"18,619"
6/1/21,Sydney Metro Contract 13,Concession,"22,940"
6/1/21,Sydney Metro Contract 13,CTP,"53,407"
6/1/21,Sydney Metro Contract 13,Day Pass Ticket,14
6/1/21,Sydney Metro Contract 13,Other,680
6/1/21,Sydney Metro Contract 13,Free Opal,790
6/1/21,Sydney Metro Contract 13,School Opal,"54,002"
6/1/21,Sydney Metro Contract 13,Gold Opal,"137,104"
6/1/21,Sydney Metro Contract 14,Adult,"130,999"
6/1/21,Sydney Metro Contract 14,Adult,1
6/1/21,Sydney Metro Contract 14,Adult,2
6/1/21,Sydney Metro Contract 14,Adult,2
6/1/21,Sydney Metro Contract 14,Child/Youth,"25,227"
6/1/21,Sydney Metro Contract 14,Concession,"15,037"
6/1/21,Sydney Metro Contract 14,CTP,"54,651"
6/1/21,Sydney Metro Contract 14,Other,118
6/1/21,Sydney Metro Contract 14,Free Opal,384
6/1/21,Sydney Metro Contract 14,School Opal,"53,002"
6/1/21,Sydney Metro Contract 14,Gold Opal,"38,997"
6/1/21,Sydney Metro Contract 15,Adult,"55,105"
6/1/21,Sydney Metro Contract 15,Child/Youth,"13,025"
6/1/21,Sydney Metro Contract 15,Concession,"7,860"
6/1/21,Sydney Metro Contract 15,CTP,"23,968"
6/1/21,Sydney Metro Contract 15,Day Pass Ticket,2
6/1/21,Sydney Metro Contract 15,Day Pass Ticket,10
6/1/21,Sydney Metro Contract 15,Other,667
6/1/21,Sydney Metro Contract 15,Free Opal,687
6/1/21,Sydney Metro Contract 15,School Opal,"48,568"
6/1/21,Sydney Metro Contract 15,Gold Opal,"44,208"
6/1/21,Outer Sydney Metro Contract 1,Adult,"3,073"
6/1/21,Outer Sydney Metro Contract 1,Child/Youth,"1,416"
6/1/21,Outer Sydney Metro Contract 1,Concession,505
6/1/21,Outer Sydney Metro Contract 1,CTP,"1,804"
6/1/21,Outer Sydney Metro Contract 1,Day Pass Ticket,52
6/1/21,Outer Sydney Metro Contract 1,Other,1
6/1/21,Outer Sydney Metro Contract 1,Free Opal,74
6/1/21,Outer Sydney Metro Contract 1,School Opal,"14,533"
6/1/21,Outer Sydney Metro Contract 1,Gold Opal,"5,594"
6/1/21,Outer Sydney Metro Contract 2,Adult,"9,561"
6/1/21,Outer Sydney Metro Contract 2,Adult,8
6/1/21,Outer Sydney Metro Contract 2,Adult,2
6/1/21,Outer Sydney Metro Contract 2,Child/Youth,"5,416"
6/1/21,Outer Sydney Metro Contract 2,Concession,"1,929"
6/1/21,Outer Sydney Metro Contract 2,CTP,"8,022"
6/1/21,Outer Sydney Metro Contract 2,Day Pass Ticket,10
6/1/21,Outer Sydney Metro Contract 2,Other,57
6/1/21,Outer Sydney Metro Contract 2,Free Opal,381
6/1/21,Outer Sydney Metro Contract 2,School Opal,"22,914"
6/1/21,Outer Sydney Metro Contract 2,Gold Opal,"19,795"
6/1/21,Outer Sydney Metro Contract 3,Adult,"3,558"
6/1/21,Outer Sydney Metro Contract 3,Adult,1
6/1/21,Outer Sydney Metro Contract 3,Adult,1
6/1/21,Outer Sydney Metro Contract 3,Child/Youth,"1,655"
6/1/21,Outer Sydney Metro Contract 3,Concession,746
6/1/21,Outer Sydney Metro Contract 3,CTP,"4,075"
6/1/21,Outer Sydney Metro Contract 3,Day Pass Ticket,2
6/1/21,Outer Sydney Metro Contract 3,Other,17
6/1/21,Outer Sydney Metro Contract 3,Free Opal,86
6/1/21,Outer Sydney Metro Contract 3,School Opal,"3,450"
6/1/21,Outer Sydney Metro Contract 3,Gold Opal,"6,296"
6/1/21,Outer Sydney Metro Contract 4,Adult,"9,814"
6/1/21,Outer Sydney Metro Contract 4,Adult,2
6/1/21,Outer Sydney Metro Contract 4,Child/Youth,"3,739"
6/1/21,Outer Sydney Metro Contract 4,Concession,"2,266"
6/1/21,Outer Sydney Metro Contract 4,CTP,"7,804"
6/1/21,Outer Sydney Metro Contract 4,Day Pass Ticket,7
6/1/21,Outer Sydney Metro Contract 4,Other,83
6/1/21,Outer Sydney Metro Contract 4,Free Opal,190
6/1/21,Outer Sydney Metro Contract 4,School Opal,"7,335"
6/1/21,Outer Sydney Metro Contract 4,Gold Opal,"17,543"
6/1/21,NISC 1,Adult,"63,381"
6/1/21,NISC 1,Adult,2
6/1/21,NISC 1,Child/Youth,"14,417"
6/1/21,NISC 1,Opal Single Ticket,1
6/1/21,NISC 1,Concession,"13,765"
6/1/21,NISC 1,CTP,"47,079"
6/1/21,NISC 1,Day Pass Ticket,66
6/1/21,NISC 1,Other,"1,076"
6/1/21,NISC 1,Free Opal,699
6/1/21,NISC 1,Other,"4,111"
6/1/21,NISC 1,School Opal,"21,593"
6/1/21,NISC 1,Gold Opal,"94,503"
6/1/21,Outer Sydney Metro Contract 6,Adult,"53,358"
6/1/21,Outer Sydney Metro Contract 6,Adult,5
6/1/21,Outer Sydney Metro Contract 6,Adult,1
6/1/21,Outer Sydney Metro Contract 6,Child/Youth,"16,751"
6/1/21,Outer Sydney Metro Contract 6,Concession,"7,500"
6/1/21,Outer Sydney Metro Contract 6,CTP,"30,522"
6/1/21,Outer Sydney Metro Contract 6,Day Pass Ticket,35
6/1/21,Outer Sydney Metro Contract 6,Other,926
6/1/21,Outer Sydney Metro Contract 6,Free Opal,"1,204"
6/1/21,Outer Sydney Metro Contract 6,School Opal,"53,155"
6/1/21,Outer Sydney Metro Contract 6,Gold Opal,"83,407"
6/1/21,Outer Sydney Metro Contract 7,Adult,"24,864"
6/1/21,Outer Sydney Metro Contract 7,Child/Youth,"10,429"
6/1/21,Outer Sydney Metro Contract 7,Concession,"3,325"
6/1/21,Outer Sydney Metro Contract 7,CTP,"15,898"
6/1/21,Outer Sydney Metro Contract 7,Day Pass Ticket,14
6/1/21,Outer Sydney Metro Contract 7,Other,103
6/1/21,Outer Sydney Metro Contract 7,Free Opal,557
6/1/21,Outer Sydney Metro Contract 7,School Opal,"65,261"
6/1/21,Outer Sydney Metro Contract 7,Gold Opal,"38,657"
6/1/21,Outer Sydney Metro Contract 8,Adult,"9,683"
6/1/21,Outer Sydney Metro Contract 8,Child/Youth,"2,382"
6/1/21,Outer Sydney Metro Contract 8,Concession,"1,046"
6/1/21,Outer Sydney Metro Contract 8,CTP,"5,049"
6/1/21,Outer Sydney Metro Contract 8,Other,103
6/1/21,Outer Sydney Metro Contract 8,Free Opal,157
6/1/21,Outer Sydney Metro Contract 8,School Opal,"25,341"
6/1/21,Outer Sydney Metro Contract 8,Gold Opal,"12,277"
6/1/21,Outer Sydney Metro Contract 9,Adult,"2,503"
6/1/21,Outer Sydney Metro Contract 9,Child/Youth,"1,135"
6/1/21,Outer Sydney Metro Contract 9,Concession,227
6/1/21,Outer Sydney Metro Contract 9,CTP,"1,389"
6/1/21,Outer Sydney Metro Contract 9,Other,16
6/1/21,Outer Sydney Metro Contract 9,Free Opal,70
6/1/21,Outer Sydney Metro Contract 9,School Opal,"11,159"
6/1/21,Outer Sydney Metro Contract 9,Gold Opal,"2,285"
6/1/21,Outer Sydney Metro Contract 10,Adult,"32,741"
6/1/21,Outer Sydney Metro Contract 10,Child/Youth,"17,470"
6/1/21,Outer Sydney Metro Contract 10,Opal Single Ticket,2
6/1/21,Outer Sydney Metro Contract 10,Concession,"6,269"
6/1/21,Outer Sydney Metro Contract 10,CTP,"20,813"
6/1/21,Outer Sydney Metro Contract 10,Day Pass Ticket,18
6/1/21,Outer Sydney Metro Contract 10,Other,154
6/1/21,Outer Sydney Metro Contract 10,Free Opal,490
6/1/21,Outer Sydney Metro Contract 10,School Opal,"136,944"
6/1/21,Outer Sydney Metro Contract 10,Gold Opal,"70,423"
6/1/21,Outer Sydney Metro Contract 11,Adult,444
6/1/21,Outer Sydney Metro Contract 11,Child/Youth,261
6/1/21,Outer Sydney Metro Contract 11,Concession,55
6/1/21,Outer Sydney Metro Contract 11,CTP,332
6/1/21,Outer Sydney Metro Contract 11,Other,13
6/1/21,Outer Sydney Metro Contract 11,Free Opal,14
6/1/21,Outer Sydney Metro Contract 11,School Opal,"1,190"
6/1/21,Outer Sydney Metro Contract 11,Gold Opal,750
6/1/21,Outer Sydney Metro Contract 12,Adult,"7,292"
6/1/21,Outer Sydney Metro Contract 12,Child/Youth,"3,774"
6/1/21,Outer Sydney Metro Contract 12,Concession,"1,517"
6/1/21,Outer Sydney Metro Contract 12,CTP,"5,321"
6/1/21,Outer Sydney Metro Contract 12,Other,123
6/1/21,Outer Sydney Metro Contract 12,Free Opal,132
6/1/21,Outer Sydney Metro Contract 12,School Opal,"17,792"
6/1/21,Outer Sydney Metro Contract 12,Gold Opal,"13,713"
7/1/21,Sydney Metro Contract 1,Adult,"127,354"
7/1/21,Sydney Metro Contract 1,Adult,7
7/1/21,Sydney Metro Contract 1,Adult,1
7/1/21,Sydney Metro Contract 1,Child/Youth,"11,205"
7/1/21,Sydney Metro Contract 1,Concession,"10,461"
7/1/21,Sydney Metro Contract 1,CTP,"48,652"
7/1/21,Sydney Metro Contract 1,Day Pass Ticket,79
7/1/21,Sydney Metro Contract 1,Other,513
7/1/21,Sydney Metro Contract 1,Free Opal,488
7/1/21,Sydney Metro Contract 1,Other,"3,485"
7/1/21,Sydney Metro Contract 1,School Opal,"1,276"
7/1/21,Sydney Metro Contract 1,Gold Opal,"75,935"
7/1/21,Sydney Metro Contract 2,Adult,"36,772"
7/1/21,Sydney Metro Contract 2,Child/Youth,"3,551"
7/1/21,Sydney Metro Contract 2,Concession,"3,005"
7/1/21,Sydney Metro Contract 2,CTP,"12,368"
7/1/21,Sydney Metro Contract 2,Day Pass Ticket,2
7/1/21,Sydney Metro Contract 2,Other,125
7/1/21,Sydney Metro Contract 2,Free Opal,212
7/1/21,Sydney Metro Contract 2,School Opal,251
7/1/21,Sydney Metro Contract 2,Gold Opal,"30,688"
7/1/21,Sydney Metro Contract 3,Adult,"106,887"
7/1/21,Sydney Metro Contract 3,Adult,5
7/1/21,Sydney Metro Contract 3,Child/Youth,"8,029"
7/1/21,Sydney Metro Contract 3,Concession,"9,761"
7/1/21,Sydney Metro Contract 3,CTP,"36,908"
7/1/21,Sydney Metro Contract 3,Day Pass Ticket,17
7/1/21,Sydney Metro Contract 3,Other,438
7/1/21,Sydney Metro Contract 3,Free Opal,315
7/1/21,Sydney Metro Contract 3,School Opal,626
7/1/21,Sydney Metro Contract 3,Gold Opal,"86,206"
7/1/21,Sydney Metro Contract 4,Adult,"157,758"
7/1/21,Sydney Metro Contract 4,Adult,2
7/1/21,Sydney Metro Contract 4,Adult,1
7/1/21,Sydney Metro Contract 4,Child/Youth,"7,728"
7/1/21,Sydney Metro Contract 4,Concession,"12,282"
7/1/21,Sydney Metro Contract 4,CTP,"52,028"
7/1/21,Sydney Metro Contract 4,Day Pass Ticket,6
7/1/21,Sydney Metro Contract 4,Other,665
7/1/21,Sydney Metro Contract 4,Free Opal,328
7/1/21,Sydney Metro Contract 4,Other,282
7/1/21,Sydney Metro Contract 4,School Opal,979
7/1/21,Sydney Metro Contract 4,Gold Opal,"50,030"
7/1/21,Sydney Metro Contract 5,Adult,"36,586"
7/1/21,Sydney Metro Contract 5,Adult,3
7/1/21,Sydney Metro Contract 5,Adult,1
7/1/21,Sydney Metro Contract 5,Child/Youth,"2,345"
7/1/21,Sydney Metro Contract 5,Concession,"2,727"
7/1/21,Sydney Metro Contract 5,CTP,"12,292"
7/1/21,Sydney Metro Contract 5,Day Pass Ticket,2
7/1/21,Sydney Metro Contract 5,Other,204
7/1/21,Sydney Metro Contract 5,Free Opal,126
7/1/21,Sydney Metro Contract 5,School Opal,209
7/1/21,Sydney Metro Contract 5,Gold Opal,"34,762"
7/1/21,SBSC Contract 6,Adult,"474,440"
7/1/21,SBSC Contract 6,Adult,12
7/1/21,SBSC Contract 6,Adult,4
7/1/21,SBSC Contract 6,Child/Youth,"14,859"
7/1/21,SBSC Contract 6,Concession,"38,134"
7/1/21,SBSC Contract 6,CTP,"209,315"
7/1/21,SBSC Contract 6,Day Pass Ticket,35
7/1/21,SBSC Contract 6,Other,"5,307"
7/1/21,SBSC Contract 6,Free Opal,"1,580"
7/1/21,SBSC Contract 6,Other,"1,191"
7/1/21,SBSC Contract 6,School Opal,"1,175"
7/1/21,SBSC Contract 6,Gold Opal,"219,169"
7/1/21,Sydney Metro Contract 7,Adult,"254,913"
7/1/21,Sydney Metro Contract 7,Adult,5
7/1/21,Sydney Metro Contract 7,Adult,4
7/1/21,Sydney Metro Contract 7,Adult,1
7/1/21,Sydney Metro Contract 7,Child/Youth,"11,262"
7/1/21,Sydney Metro Contract 7,Concession,"18,094"
7/1/21,Sydney Metro Contract 7,CTP,"96,726"
7/1/21,Sydney Metro Contract 7,Day Pass Ticket,48
7/1/21,Sydney Metro Contract 7,Other,"2,490"
7/1/21,Sydney Metro Contract 7,Free Opal,513
7/1/21,Sydney Metro Contract 7,School Opal,"1,087"
7/1/21,Sydney Metro Contract 7,Gold Opal,"87,862"
7/1/21,Sydney Metro Contract 8,Adult,"268,074"
7/1/21,Sydney Metro Contract 8,Adult,6
7/1/21,Sydney Metro Contract 8,Adult,4
7/1/21,Sydney Metro Contract 8,Adult,5
7/1/21,Sydney Metro Contract 8,Child/Youth,"26,918"
7/1/21,Sydney Metro Contract 8,Concession,"14,449"
7/1/21,Sydney Metro Contract 8,CTP,"141,171"
7/1/21,Sydney Metro Contract 8,Day Pass Ticket,4
7/1/21,Sydney Metro Contract 8,Other,"4,026"
7/1/21,Sydney Metro Contract 8,Free Opal,995
7/1/21,Sydney Metro Contract 8,School Opal,"1,941"
7/1/21,Sydney Metro Contract 8,Gold Opal,"80,735"
7/1/21,Sydney Metro Contract 9,Adult,"435,914"
7/1/21,Sydney Metro Contract 9,Adult,6
7/1/21,Sydney Metro Contract 9,Adult,1
7/1/21,Sydney Metro Contract 9,Child/Youth,"13,762"
7/1/21,Sydney Metro Contract 9,Concession,"27,278"
7/1/21,Sydney Metro Contract 9,CTP,"278,089"
7/1/21,Sydney Metro Contract 9,Day Pass Ticket,18
7/1/21,Sydney Metro Contract 9,Other,"3,923"
7/1/21,Sydney Metro Contract 9,Free Opal,"1,667"
7/1/21,Sydney Metro Contract 9,School Opal,880
7/1/21,Sydney Metro Contract 9,Gold Opal,"195,699"
7/1/21,Sydney Metro Contract 10,Adult,"64,712"
7/1/21,Sydney Metro Contract 10,Child/Youth,"5,727"
7/1/21,Sydney Metro Contract 10,Concession,"4,711"
7/1/21,Sydney Metro Contract 10,CTP,"23,122"
7/1/21,Sydney Metro Contract 10,Day Pass Ticket,4
7/1/21,Sydney Metro Contract 10,Other,312
7/1/21,Sydney Metro Contract 10,Free Opal,269
7/1/21,Sydney Metro Contract 10,School Opal,534
7/1/21,Sydney Metro Contract 10,Gold Opal,"41,874"
7/1/21,Sydney Metro Contract 12,Adult,"18,203"
7/1/21,Sydney Metro Contract 12,Child/Youth,"1,798"
7/1/21,Sydney Metro Contract 12,Concession,"1,532"
7/1/21,Sydney Metro Contract 12,CTP,"4,971"
7/1/21,Sydney Metro Contract 12,Other,107
7/1/21,Sydney Metro Contract 12,Free Opal,103
7/1/21,Sydney Metro Contract 12,School Opal,313
7/1/21,Sydney Metro Contract 12,Gold Opal,"7,860"
7/1/21,Sydney Metro Contract 13,Adult,"84,058"
7/1/21,Sydney Metro Contract 13,Child/Youth,"5,005"
7/1/21,Sydney Metro Contract 13,Concession,"5,636"
7/1/21,Sydney Metro Contract 13,CTP,"26,912"
7/1/21,Sydney Metro Contract 13,Day Pass Ticket,8
7/1/21,Sydney Metro Contract 13,Other,311
7/1/21,Sydney Metro Contract 13,Free Opal,385
7/1/21,Sydney Metro Contract 13,School Opal,369
7/1/21,Sydney Metro Contract 13,Gold Opal,"58,955"
7/1/21,Sydney Metro Contract 14,Adult,"54,029"
7/1/21,Sydney Metro Contract 14,Adult,2
7/1/21,Sydney Metro Contract 14,Child/Youth,"5,999"
7/1/21,Sydney Metro Contract 14,Concession,"3,210"
7/1/21,Sydney Metro Contract 14,CTP,"19,804"
7/1/21,Sydney Metro Contract 14,Day Pass Ticket,1
7/1/21,Sydney Metro Contract 14,Other,26
7/1/21,Sydney Metro Contract 14,Free Opal,125
7/1/21,Sydney Metro Contract 14,School Opal,387
7/1/21,Sydney Metro Contract 14,Gold Opal,"11,188"
7/1/21,Sydney Metro Contract 15,Adult,"28,168"
7/1/21,Sydney Metro Contract 15,Adult,1
7/1/21,Sydney Metro Contract 15,Adult,3
7/1/21,Sydney Metro Contract 15,Adult,1
7/1/21,Sydney Metro Contract 15,Child/Youth,"3,968"
7/1/21,Sydney Metro Contract 15,Concession,"2,952"
7/1/21,Sydney Metro Contract 15,CTP,"11,443"
7/1/21,Sydney Metro Contract 15,Day Pass Ticket,9
7/1/21,Sydney Metro Contract 15,Other,256
7/1/21,Sydney Metro Contract 15,Free Opal,279
7/1/21,Sydney Metro Contract 15,School Opal,357
7/1/21,Sydney Metro Contract 15,Gold Opal,"21,038"
7/1/21,Outer Sydney Metro Contract 1,Adult,"2,795"
7/1/21,Outer Sydney Metro Contract 1,Child/Youth,"1,410"
7/1/21,Outer Sydney Metro Contract 1,Opal Single Ticket,1
7/1/21,Outer Sydney Metro Contract 1,Concession,427
7/1/21,Outer Sydney Metro Contract 1,CTP,"1,728"
7/1/21,Outer Sydney Metro Contract 1,Day Pass Ticket,60
7/1/21,Outer Sydney Metro Contract 1,Other,2
7/1/21,Outer Sydney Metro Contract 1,Free Opal,78
7/1/21,Outer Sydney Metro Contract 1,School Opal,"10,055"
7/1/21,Outer Sydney Metro Contract 1,Gold Opal,"5,049"
7/1/21,Outer Sydney Metro Contract 2,Adult,"8,958"
7/1/21,Outer Sydney Metro Contract 2,Adult,2
7/1/21,Outer Sydney Metro Contract 2,Adult,2
7/1/21,Outer Sydney Metro Contract 2,Adult,1
7/1/21,Outer Sydney Metro Contract 2,Child/Youth,"5,766"
7/1/21,Outer Sydney Metro Contract 2,Opal Single Ticket,1
7/1/21,Outer Sydney Metro Contract 2,Concession,"1,852"
7/1/21,Outer Sydney Metro Contract 2,CTP,"7,915"
7/1/21,Outer Sydney Metro Contract 2,Day Pass Ticket,16
7/1/21,Outer Sydney Metro Contract 2,Other,83
7/1/21,Outer Sydney Metro Contract 2,Free Opal,403
7/1/21,Outer Sydney Metro Contract 2,School Opal,"18,538"
7/1/21,Outer Sydney Metro Contract 2,Gold Opal,"19,047"
7/1/21,Outer Sydney Metro Contract 3,Adult,"2,670"
7/1/21,Outer Sydney Metro Contract 3,Child/Youth,"1,812"
7/1/21,Outer Sydney Metro Contract 3,Concession,707
7/1/21,Outer Sydney Metro Contract 3,CTP,"3,492"
7/1/21,Outer Sydney Metro Contract 3,Other,26
7/1/21,Outer Sydney Metro Contract 3,Free Opal,67
7/1/21,Outer Sydney Metro Contract 3,School Opal,"2,255"
7/1/21,Outer Sydney Metro Contract 3,Gold Opal,"5,420"
7/1/21,Outer Sydney Metro Contract 4,Adult,"8,526"
7/1/21,Outer Sydney Metro Contract 4,Adult,1
7/1/21,Outer Sydney Metro Contract 4,Child/Youth,"4,051"
7/1/21,Outer Sydney Metro Contract 4,Concession,"1,959"
7/1/21,Outer Sydney Metro Contract 4,CTP,"7,836"
7/1/21,Outer Sydney Metro Contract 4,Day Pass Ticket,3
7/1/21,Outer Sydney Metro Contract 4,Other,77
7/1/21,Outer Sydney Metro Contract 4,Free Opal,161
7/1/21,Outer Sydney Metro Contract 4,School Opal,"4,924"
7/1/21,Outer Sydney Metro Contract 4,Gold Opal,"16,291"
7/1/21,NISC 1,Adult,"56,355"
7/1/21,NISC 1,Adult,3
7/1/21,NISC 1,Adult,1
7/1/21,NISC 1,Child/Youth,"15,317"
7/1/21,NISC 1,Concession,"11,514"
7/1/21,NISC 1,CTP,"44,937"
7/1/21,NISC 1,Day Pass Ticket,27
7/1/21,NISC 1,Other,665
7/1/21,NISC 1,Free Opal,612
7/1/21,NISC 1,Other,"4,520"
7/1/21,NISC 1,School Opal,"15,855"
7/1/21,NISC 1,Gold Opal,"87,822"
7/1/21,Outer Sydney Metro Contract 6,Adult,"31,006"
7/1/21,Outer Sydney Metro Contract 6,Adult,1
7/1/21,Outer Sydney Metro Contract 6,Child/Youth,"6,411"
7/1/21,Outer Sydney Metro Contract 6,Concession,"3,113"
7/1/21,Outer Sydney Metro Contract 6,CTP,"17,873"
7/1/21,Outer Sydney Metro Contract 6,Day Pass Ticket,10
7/1/21,Outer Sydney Metro Contract 6,Other,590
7/1/21,Outer Sydney Metro Contract 6,Free Opal,561
7/1/21,Outer Sydney Metro Contract 6,School Opal,"2,994"
7/1/21,Outer Sydney Metro Contract 6,Gold Opal,"45,573"
7/1/21,Outer Sydney Metro Contract 7,Adult,"14,572"
7/1/21,Outer Sydney Metro Contract 7,Adult,2
7/1/21,Outer Sydney Metro Contract 7,Child/Youth,"3,920"
7/1/21,Outer Sydney Metro Contract 7,Concession,"1,787"
7/1/21,Outer Sydney Metro Contract 7,CTP,"9,171"
7/1/21,Outer Sydney Metro Contract 7,Day Pass Ticket,4
7/1/21,Outer Sydney Metro Contract 7,Other,55
7/1/21,Outer Sydney Metro Contract 7,Free Opal,387
7/1/21,Outer Sydney Metro Contract 7,School Opal,"3,012"
7/1/21,Outer Sydney Metro Contract 7,Gold Opal,"22,032"
7/1/21,Outer Sydney Metro Contract 8,Adult,"3,070"
7/1/21,Outer Sydney Metro Contract 8,Adult,1
7/1/21,Outer Sydney Metro Contract 8,Child/Youth,346
7/1/21,Outer Sydney Metro Contract 8,Concession,251
7/1/21,Outer Sydney Metro Contract 8,CTP,"1,326"
7/1/21,Outer Sydney Metro Contract 8,Day Pass Ticket,2
7/1/21,Outer Sydney Metro Contract 8,Other,54
7/1/21,Outer Sydney Metro Contract 8,Free Opal,56
7/1/21,Outer Sydney Metro Contract 8,School Opal,792
7/1/21,Outer Sydney Metro Contract 8,Gold Opal,"5,997"
7/1/21,Outer Sydney Metro Contract 9,Adult,923
7/1/21,Outer Sydney Metro Contract 9,Adult,1
7/1/21,Outer Sydney Metro Contract 9,Child/Youth,203
7/1/21,Outer Sydney Metro Contract 9,Concession,55
7/1/21,Outer Sydney Metro Contract 9,CTP,615
7/1/21,Outer Sydney Metro Contract 9,Other,4
7/1/21,Outer Sydney Metro Contract 9,Free Opal,41
7/1/21,Outer Sydney Metro Contract 9,School Opal,598
7/1/21,Outer Sydney Metro Contract 9,Gold Opal,954
7/1/21,Outer Sydney Metro Contract 10,Adult,"18,779"
7/1/21,Outer Sydney Metro Contract 10,Adult,1
7/1/21,Outer Sydney Metro Contract 10,Adult,1
7/1/21,Outer Sydney Metro Contract 10,Child/Youth,"4,696"
7/1/21,Outer Sydney Metro Contract 10,Concession,"3,147"
7/1/21,Outer Sydney Metro Contract 10,CTP,"12,021"
7/1/21,Outer Sydney Metro Contract 10,Day Pass Ticket,29
7/1/21,Outer Sydney Metro Contract 10,Other,84
7/1/21,Outer Sydney Metro Contract 10,Free Opal,288
7/1/21,Outer Sydney Metro Contract 10,School Opal,"5,120"
7/1/21,Outer Sydney Metro Contract 10,Gold Opal,"43,527"
7/1/21,Outer Sydney Metro Contract 11,Adult,228
7/1/21,Outer Sydney Metro Contract 11,Child/Youth,62
7/1/21,Outer Sydney Metro Contract 11,Concession,22
