Year_Month,Card Type,Travel_Mode,Trip
Mar-19,Adult,Bus,18478
Mar-19,Child/Youth,Train,1091466
Mar-19,Child/Youth,Bus,1388228
Mar-19,Child/Youth,Light Rail,45828
Mar-19,Child/Youth,Ferry,69720
Mar-19,Opal Single Ticket,Bus,24315
Mar-19,Opal Single Ticket,Bus,16792
Mar-19,Opal Single Ticket,Bus,4803
Mar-19,Concession,Train,2792174
Mar-19,Concession,Bus,2273012
Mar-19,Concession,Light Rail,43393
Mar-19,Concession,Ferry,28579
Mar-19,CTP,Train,715994
Mar-19,CTP,Light Rail,32869
Mar-19,CTP,Ferry,52039
Mar-19,Day Pass Ticket,Train,54
Mar-19,Day Pass Ticket,Bus,90
Mar-19,Day Pass Ticket,Light Rail,1
Mar-19,Day Pass Ticket,Ferry,6
Mar-19,Day Pass Ticket,Train,685
Mar-19,Day Pass Ticket,Bus,989
Mar-19,Day Pass Ticket,Light Rail,15
Mar-19,Day Pass Ticket,Ferry,13
Mar-19,Other,Train,330137
Mar-19,Other,Bus,94200
Mar-19,Other,Light Rail,1817
Mar-19,Other,Ferry,4519
Mar-19,Free Opal,Train,34783
Mar-19,Free Opal,Bus,43399
Mar-19,Free Opal,Light Rail,1409
Mar-19,Free Opal,Ferry,2303
Mar-19,Other,Bus,9767
Mar-19,Other,Bus,0
Mar-19,School Opal,Train,1321749
Mar-19,School Opal,Bus,3406548
Mar-19,School Opal,Light Rail,9944
Mar-19,School Opal,Ferry,3635
Mar-19,Gold Opal,Train,3059039
Mar-19,Gold Opal,Bus,4436133
Mar-19,Gold Opal,Light Rail,173382
Mar-19,Gold Opal,Ferry,195448
Mar-19,Opal Single Ticket,Ferry,46412
Mar-19,Opal Single Ticket,Ferry,6437
Mar-19,Opal Single Ticket,Light Rail,3569
Mar-19,Opal Single Ticket,Light Rail,1046
Mar-19,Opal Single Ticket,Train,268079
Mar-19,Opal Single Ticket,Train,45205
Apr-19,Adult,Train,24276410
Apr-19,Adult,Bus,14959627
Apr-19,Adult,Light Rail,610905
Apr-19,Adult,Ferry,917392
Apr-19,Adult,Bus,93026
Apr-19,Adult,Bus,48668
Apr-19,Adult,Bus,17329
Apr-19,Child/Youth,Train,1331399
Apr-19,Child/Youth,Bus,1449736
Apr-19,Child/Youth,Light Rail,57364
Apr-19,Child/Youth,Ferry,149389
Apr-19,Opal Single Ticket,Bus,27868
Apr-19,Opal Single Ticket,Bus,21897
Apr-19,Opal Single Ticket,Bus,6122
Apr-19,Concession,Train,2257676
Apr-19,Concession,Bus,1834882
Apr-19,Concession,Light Rail,33409
Apr-19,Concession,Ferry,25473
Apr-19,CTP,Train,710888
Apr-19,CTP,Light Rail,31478
Apr-19,CTP,Ferry,54154
Apr-19,Day Pass Ticket,Train,23
Apr-19,Day Pass Ticket,Bus,48
Apr-19,Day Pass Ticket,Train,658
Apr-19,Day Pass Ticket,Bus,773
Apr-19,Day Pass Ticket,Light Rail,5
Apr-19,Day Pass Ticket,Ferry,12
Apr-19,Other,Train,304321
Apr-19,Other,Bus,85255
Apr-19,Other,Light Rail,1496
Apr-19,Other,Ferry,4575
Apr-19,Free Opal,Train,31756
Apr-19,Free Opal,Bus,38720
Apr-19,Free Opal,Light Rail,1259
Apr-19,Free Opal,Ferry,2306
Apr-19,Other,Bus,9784
Apr-19,School Opal,Train,690414
Apr-19,School Opal,Bus,1735455
Apr-19,School Opal,Light Rail,5178
Apr-19,School Opal,Ferry,1955
Apr-19,Gold Opal,Train,2898742
Apr-19,Gold Opal,Bus,4113032
Apr-19,Gold Opal,Light Rail,159245
Apr-19,Gold Opal,Ferry,211530
Apr-19,Opal Single Ticket,Ferry,49727
Apr-19,Opal Single Ticket,Ferry,15970
Apr-19,Opal Single Ticket,Light Rail,3567
Apr-19,Opal Single Ticket,Light Rail,1620
Apr-19,Opal Single Ticket,Train,241881
Apr-19,Opal Single Ticket,Train,66510
May-19,Adult,Train,27859455
May-19,Adult,Metro,219429
May-19,Adult,Bus,16827324
May-19,Adult,Light Rail,625322
May-19,Adult,Ferry,787055
May-19,Adult,Bus,93036
May-19,Adult,Bus,49965
May-19,Adult,Bus,16623
May-19,Child/Youth,Train,972256
May-19,Child/Youth,Metro,6186
May-19,Child/Youth,Bus,1256375
May-19,Child/Youth,Light Rail,37874
May-19,Child/Youth,Ferry,66200
May-19,Opal Single Ticket,Bus,20657
May-19,Opal Single Ticket,Bus,14135
May-19,Opal Single Ticket,Bus,3968
May-19,Concession,Train,2479155
May-19,Concession,Metro,19058
May-19,Concession,Bus,1882427
May-19,Concession,Light Rail,36161
May-19,Concession,Ferry,24888
May-19,CTP,Train,893575
May-19,CTP,Metro,7887
May-19,CTP,Light Rail,34183
May-19,CTP,Ferry,51727
May-19,Day Pass Ticket,Train,38
May-19,Day Pass Ticket,Bus,68
May-19,Day Pass Ticket,Light Rail,9
May-19,Day Pass Ticket,Ferry,178
May-19,Day Pass Ticket,Train,626
May-19,Day Pass Ticket,Metro,5
May-19,Day Pass Ticket,Bus,787
May-19,Day Pass Ticket,Light Rail,13
May-19,Day Pass Ticket,Ferry,22
May-19,Other,Train,366432
May-19,Other,Metro,3142
May-19,Other,Bus,99204
May-19,Other,Light Rail,1537
May-19,Other,Ferry,5002
May-19,Free Opal,Train,38389
May-19,Free Opal,Metro,333
May-19,Free Opal,Bus,44534
May-19,Free Opal,Light Rail,1393
May-19,Free Opal,Ferry,2331
May-19,Other,Bus,11130
May-19,School Opal,Train,1461690
May-19,School Opal,Metro,13436
May-19,School Opal,Bus,3592972
May-19,School Opal,Light Rail,11280
May-19,School Opal,Ferry,3720
May-19,Gold Opal,Train,3208060
May-19,Gold Opal,Metro,24600
May-19,Gold Opal,Bus,4586037
May-19,Gold Opal,Light Rail,161232
May-19,Gold Opal,Ferry,201703
May-19,Opal Single Ticket,Ferry,31501
May-19,Opal Single Ticket,Ferry,5522
May-19,Opal Single Ticket,Light Rail,2534
May-19,Opal Single Ticket,Light Rail,632
May-19,Opal Single Ticket,Train,236129
May-19,Opal Single Ticket,Metro,1696
May-19,Opal Single Ticket,Train,46316
May-19,Opal Single Ticket,Metro,332
Jun-19,Adult,Train,23861758
Jun-19,Adult,Metro,1144461
Jun-19,Adult,Bus,14504498
Jun-19,Adult,Light Rail,640884
Jun-19,Adult,Ferry,756440
Jun-19,Adult,Bus,80555
Jun-19,Adult,Bus,42267
Jun-19,Adult,Bus,13191
Jun-19,Child/Youth,Train,1044267
Jun-19,Child/Youth,Metro,112236
Jun-19,Child/Youth,Bus,1175335
Jun-19,Child/Youth,Light Rail,48131
Jun-19,Child/Youth,Ferry,101453
Jun-19,Opal Single Ticket,Bus,19193
Jun-19,Opal Single Ticket,Bus,13566
Jun-19,Opal Single Ticket,Bus,3543
Jun-19,Concession,Train,1808606
Jun-19,Concession,Metro,145218
Jun-19,Concession,Bus,1555717
Jun-19,Concession,Light Rail,35869
Jun-19,Concession,Ferry,23397
Jun-19,CTP,Train,867911
Jun-19,CTP,Metro,34882
Jun-19,CTP,Light Rail,35044
Jun-19,CTP,Ferry,55609
Jun-19,Day Pass Ticket,Train,17
Jun-19,Day Pass Ticket,Bus,50
Jun-19,Day Pass Ticket,Ferry,80
Jun-19,Day Pass Ticket,Train,671
Jun-19,Day Pass Ticket,Metro,6
Jun-19,Day Pass Ticket,Bus,832
Jun-19,Day Pass Ticket,Light Rail,11
Jun-19,Day Pass Ticket,Ferry,8
Jun-19,Other,Train,326446
Jun-19,Other,Metro,10974
Jun-19,Other,Bus,86459
Jun-19,Other,Light Rail,1647
Jun-19,Other,Ferry,4698
Jun-19,Free Opal,Train,32272
Jun-19,Free Opal,Metro,2296
Jun-19,Free Opal,Bus,37745
Jun-19,Free Opal,Light Rail,1098
Jun-19,Free Opal,Ferry,2020
Jun-19,Other,Bus,9946
Jun-19,School Opal,Train,1090865
Jun-19,School Opal,Metro,92249
Jun-19,School Opal,Bus,2754915
Jun-19,School Opal,Light Rail,8583
Jun-19,School Opal,Ferry,2963
Jun-19,Gold Opal,Train,2807164
Jun-19,Gold Opal,Metro,143843
Jun-19,Gold Opal,Bus,3942952
Jun-19,Gold Opal,Light Rail,161787
Jun-19,Gold Opal,Ferry,178127
Jun-19,Opal Single Ticket,Ferry,32282
Jun-19,Opal Single Ticket,Ferry,9985
Jun-19,Opal Single Ticket,Light Rail,2841
Jun-19,Opal Single Ticket,Light Rail,785
Jun-19,Opal Single Ticket,Train,218974
Jun-19,Opal Single Ticket,Metro,12588
Jun-19,Opal Single Ticket,Train,53349
Jun-19,Opal Single Ticket,Metro,7851
Jul-19,Adult,Train,25768860
Jul-19,Adult,Metro,1390001
Jul-19,Adult,Bus,15823165
Jul-19,Adult,Light Rail,669127
Jul-19,Adult,Ferry,790593
Jul-19,Adult,Bus,87764
Jul-19,Adult,Bus,46970
Jul-19,Adult,Bus,11597
Jul-19,Child/Youth,Train,1380506
Jul-19,Child/Youth,Metro,164783
Jul-19,Child/Youth,Bus,1578565
Jul-19,Child/Youth,Light Rail,65526
Jul-19,Child/Youth,Ferry,148948
Jul-19,Opal Single Ticket,Bus,29117
Jul-19,Opal Single Ticket,Bus,21315
Jul-19,Opal Single Ticket,Bus,5469
Jul-19,Concession,Train,1800701
Jul-19,Concession,Metro,134159
Jul-19,Concession,Bus,1578007
Jul-19,Concession,Light Rail,33597
Jul-19,Concession,Ferry,22642
Jul-19,CTP,Train,890275
Jul-19,CTP,Metro,36923
Jul-19,CTP,Light Rail,37082
Jul-19,CTP,Ferry,50349
Jul-19,Day Pass Ticket,Train,27
Jul-19,Day Pass Ticket,Metro,1
Jul-19,Day Pass Ticket,Bus,61
Jul-19,Day Pass Ticket,Ferry,83
Jul-19,Day Pass Ticket,Train,797
Jul-19,Day Pass Ticket,Metro,22
Jul-19,Day Pass Ticket,Bus,900
Jul-19,Day Pass Ticket,Light Rail,20
Jul-19,Day Pass Ticket,Ferry,10
Jul-19,Other,Train,351847
Jul-19,Other,Metro,10328
Jul-19,Other,Bus,95618
Jul-19,Other,Light Rail,1502
Jul-19,Other,Ferry,4647
Jul-19,Free Opal,Train,35294
Jul-19,Free Opal,Metro,2159
Jul-19,Free Opal,Bus,42759
Jul-19,Free Opal,Light Rail,1291
Jul-19,Free Opal,Ferry,1954
Jul-19,Other,Bus,22584
Jul-19,School Opal,Train,646026
Jul-19,School Opal,Metro,45109
Jul-19,School Opal,Bus,1644170
Jul-19,School Opal,Light Rail,4780
Jul-19,School Opal,Ferry,1752
Jul-19,Gold Opal,Train,2993919
Jul-19,Gold Opal,Metro,155990
Jul-19,Gold Opal,Bus,4334952
Jul-19,Gold Opal,Light Rail,169509
Jul-19,Gold Opal,Ferry,185699
Jul-19,Opal Single Ticket,Ferry,35865
Jul-19,Opal Single Ticket,Ferry,15817
Jul-19,Opal Single Ticket,Light Rail,2885
Jul-19,Opal Single Ticket,Light Rail,1653
Jul-19,Opal Single Ticket,Train,212479
Jul-19,Opal Single Ticket,Metro,10958
Jul-19,Opal Single Ticket,Train,67391
Jul-19,Opal Single Ticket,Metro,8387
Aug-19,Adult,Train,25583771
Aug-19,Adult,Metro,1437608
Aug-19,Adult,Bus,15900861
Aug-19,Adult,Light Rail,673022
Aug-19,Adult,Ferry,724780
Aug-19,Adult,Bus,79217
Aug-19,Adult,Bus,40983
Aug-19,Adult,Bus,10600
Aug-19,Child/Youth,Train,948560
Aug-19,Child/Youth,Metro,85909
Aug-19,Child/Youth,Bus,1260371
Aug-19,Child/Youth,Light Rail,45254
Aug-19,Child/Youth,Ferry,80831
Aug-19,Opal Single Ticket,Bus,19594
Aug-19,Opal Single Ticket,Bus,12843
Aug-19,Opal Single Ticket,Bus,3384
Aug-19,Concession,Train,2374111
Aug-19,Concession,Metro,251912
Aug-19,Concession,Bus,1914213
Aug-19,Concession,Light Rail,41982
Aug-19,Concession,Ferry,22873
Aug-19,CTP,Train,1113001
Aug-19,CTP,Metro,56587
Aug-19,CTP,Bus,45975
Aug-19,CTP,Light Rail,43751
Aug-19,CTP,Ferry,58355
Aug-19,Day Pass Ticket,Train,33
Aug-19,Day Pass Ticket,Metro,2
Aug-19,Day Pass Ticket,Bus,113
Aug-19,Day Pass Ticket,Ferry,349
Aug-19,Day Pass Ticket,Train,939
Aug-19,Day Pass Ticket,Metro,11
Aug-19,Day Pass Ticket,Bus,905
Aug-19,Day Pass Ticket,Light Rail,15
Aug-19,Day Pass Ticket,Ferry,28
Aug-19,Other,Train,349886
Aug-19,Other,Metro,9627
Aug-19,Other,Bus,94889
Aug-19,Other,Light Rail,1651
Aug-19,Other,Ferry,3847
Aug-19,Free Opal,Train,35716
Aug-19,Free Opal,Metro,1974
Aug-19,Free Opal,Bus,42665
Aug-19,Free Opal,Light Rail,1325
Aug-19,Free Opal,Ferry,1954
Aug-19,Other,Bus,23135
Aug-19,School Opal,Train,1273508
Aug-19,School Opal,Metro,93320
Aug-19,School Opal,Bus,3182243
Aug-19,School Opal,Light Rail,10457
Aug-19,School Opal,Ferry,3467
Aug-19,Gold Opal,Train,2993017
Aug-19,Gold Opal,Metro,135070
Aug-19,Gold Opal,Bus,4320530
Aug-19,Gold Opal,Light Rail,168039
Aug-19,Gold Opal,Ferry,168724
Aug-19,Opal Single Ticket,Ferry,31988
Aug-19,Opal Single Ticket,Ferry,8804
Aug-19,Opal Single Ticket,Light Rail,2823
Aug-19,Opal Single Ticket,Light Rail,727
Aug-19,Opal Single Ticket,Train,210421
Aug-19,Opal Single Ticket,Metro,8621
Aug-19,Opal Single Ticket,Train,44548
Aug-19,Opal Single Ticket,Metro,3949
Sep-19,Adult,Train,24439462
Sep-19,Adult,Metro,1395364
Sep-19,Adult,Bus,15217496
Sep-19,Adult,Light Rail,575721
Sep-19,Adult,Ferry,748378
Sep-19,Adult,Bus,69894
Sep-19,Adult,Bus,35769
Sep-19,Adult,Bus,8661
Sep-19,Child/Youth,Train,958683
Sep-19,Child/Youth,Metro,87350
Sep-19,Child/Youth,Bus,1230301
Sep-19,Child/Youth,Light Rail,36991
Sep-19,Child/Youth,Ferry,83066
Sep-19,Opal Single Ticket,Bus,18939
Sep-19,Opal Single Ticket,Bus,12737
Sep-19,Opal Single Ticket,Bus,3586
Sep-19,Concession,Train,2030930
Sep-19,Concession,Metro,188829
Sep-19,Concession,Bus,1651851
Sep-19,Concession,Light Rail,34294
Sep-19,Concession,Ferry,23149
Sep-19,CTP,Train,1419949
Sep-19,CTP,Metro,78623
Sep-19,CTP,Bus,286305
Sep-19,CTP,Light Rail,47200
Sep-19,CTP,Ferry,81461
Sep-19,Day Pass Ticket,Train,180
Sep-19,Day Pass Ticket,Bus,64
Sep-19,Day Pass Ticket,Light Rail,67
Sep-19,Day Pass Ticket,Ferry,273
Sep-19,Day Pass Ticket,Train,835
Sep-19,Day Pass Ticket,Metro,8
Sep-19,Day Pass Ticket,Bus,965
Sep-19,Day Pass Ticket,Light Rail,32
Sep-19,Day Pass Ticket,Ferry,35
Sep-19,Other,Train,335156
Sep-19,Other,Metro,9631
Sep-19,Other,Bus,91530
Sep-19,Other,Light Rail,1354
Sep-19,Other,Ferry,4019
Sep-19,Free Opal,Train,34036
Sep-19,Free Opal,Metro,1872
Sep-19,Free Opal,Bus,39795
Sep-19,Free Opal,Light Rail,1094
Sep-19,Free Opal,Ferry,2031
Sep-19,Other,Bus,23624
Sep-19,School Opal,Train,1156754
Sep-19,School Opal,Metro,88990
Sep-19,School Opal,Bus,2788612
Sep-19,School Opal,Light Rail,9169
Sep-19,School Opal,Ferry,2959
Sep-19,Gold Opal,Train,2906578
Sep-19,Gold Opal,Metro,127687
Sep-19,Gold Opal,Bus,4146158
Sep-19,Gold Opal,Light Rail,148612
Sep-19,Gold Opal,Ferry,173519
Sep-19,Opal Single Ticket,Ferry,29810
Sep-19,Opal Single Ticket,Ferry,7458
Sep-19,Opal Single Ticket,Light Rail,2291
Sep-19,Opal Single Ticket,Light Rail,543
Sep-19,Opal Single Ticket,Train,193064
Sep-19,Opal Single Ticket,Metro,7742
Sep-19,Opal Single Ticket,Train,42711
Sep-19,Opal Single Ticket,Metro,3881
Oct-19,Adult,Train,24651070
Oct-19,Adult,Metro,1461548
Oct-19,Adult,Bus,15278827
Oct-19,Adult,Light Rail,631702
Oct-19,Adult,Ferry,782712
Oct-19,Adult,Bus,68763
Oct-19,Adult,Bus,35689
Oct-19,Adult,Bus,8464
Oct-19,Child/Youth,Train,1238755
Oct-19,Child/Youth,Metro,139949
Oct-19,Child/Youth,Bus,1503845
Oct-19,Child/Youth,Light Rail,56750
Oct-19,Child/Youth,Ferry,121078
Oct-19,Opal Single Ticket,Bus,23363
Oct-19,Opal Single Ticket,Bus,16736
Oct-19,Opal Single Ticket,Bus,4514
Oct-19,Concession,Train,2075291
Oct-19,Concession,Metro,234295
Oct-19,Concession,Bus,1789622
Oct-19,Concession,Light Rail,36384
Oct-19,Concession,Ferry,23124
Oct-19,CTP,Train,2485677
Oct-19,CTP,Metro,148912
Oct-19,CTP,Bus,1367495
Oct-19,CTP,Light Rail,82384
Oct-19,CTP,Ferry,144705
Oct-19,Day Pass Ticket,Train,258
Oct-19,Day Pass Ticket,Bus,94
Oct-19,Day Pass Ticket,Light Rail,13
Oct-19,Day Pass Ticket,Ferry,528
Oct-19,Day Pass Ticket,Train,895
Oct-19,Day Pass Ticket,Metro,12
Oct-19,Day Pass Ticket,Bus,1091
Oct-19,Day Pass Ticket,Light Rail,20
Oct-19,Day Pass Ticket,Ferry,76
Oct-19,Other,Train,353157
Oct-19,Other,Metro,9796
Oct-19,Other,Bus,96225
Oct-19,Other,Light Rail,1756
Oct-19,Other,Ferry,5071
Oct-19,Free Opal,Train,36726
Oct-19,Free Opal,Metro,1994
Oct-19,Free Opal,Bus,42777
Oct-19,Free Opal,Light Rail,1323
Oct-19,Free Opal,Ferry,2311
Oct-19,Other,Bus,25895
Oct-19,School Opal,Train,771963
Oct-19,School Opal,Metro,58309
Oct-19,School Opal,Bus,1933260
Oct-19,School Opal,Light Rail,6472
Oct-19,School Opal,Ferry,2381
Oct-19,Gold Opal,Train,3130129
Oct-19,Gold Opal,Metro,139064
Oct-19,Gold Opal,Bus,4467434
Oct-19,Gold Opal,Light Rail,178727
Oct-19,Gold Opal,Ferry,211866
Oct-19,Opal Single Ticket,Ferry,36475
Oct-19,Opal Single Ticket,Ferry,10120
Oct-19,Opal Single Ticket,Light Rail,2286
Oct-19,Opal Single Ticket,Light Rail,848
Oct-19,Opal Single Ticket,Train,201464
Oct-19,Opal Single Ticket,Metro,7919
Oct-19,Opal Single Ticket,Train,53099
Oct-19,Opal Single Ticket,Metro,5122
Nov-19,Adult,Train,23606323
Nov-19,Adult,Metro,1368787
Nov-19,Adult,Bus,14719303
Nov-19,Adult,Light Rail,613974
Nov-19,Adult,Ferry,754173
Nov-19,Adult,Bus,52753
Nov-19,Adult,Bus,27310
Nov-19,Adult,Bus,7189
Nov-19,Child/Youth,Train,975672
Nov-19,Child/Youth,Metro,92154
Nov-19,Child/Youth,Bus,1273847
Nov-19,Child/Youth,Light Rail,46507
Nov-19,Child/Youth,Ferry,73879
Nov-19,Opal Single Ticket,Bus,14456
Nov-19,Opal Single Ticket,Bus,8991
Nov-19,Opal Single Ticket,Bus,2881
Nov-19,Concession,Train,1706591
Nov-19,Concession,Metro,168049
Nov-19,Concession,Bus,1511797
Nov-19,Concession,Light Rail,32785
Nov-19,Concession,Ferry,20952
Nov-19,CTP,Train,3041703
Nov-19,CTP,Metro,174479
Nov-19,CTP,Bus,2036680
Nov-19,CTP,Light Rail,98306
Nov-19,CTP,Ferry,169582
Nov-19,Day Pass Ticket,Train,429
Nov-19,Day Pass Ticket,Metro,5
Nov-19,Day Pass Ticket,Bus,81
Nov-19,Day Pass Ticket,Ferry,431
Nov-19,Day Pass Ticket,Train,1006
Nov-19,Day Pass Ticket,Metro,17
Nov-19,Day Pass Ticket,Bus,998
Nov-19,Day Pass Ticket,Light Rail,18
Nov-19,Day Pass Ticket,Ferry,111
Nov-19,Other,Train,350623
Nov-19,Other,Metro,9411
Nov-19,Other,Bus,95973
Nov-19,Other,Light Rail,1751
Nov-19,Other,Ferry,5303
Nov-19,Free Opal,Train,35204
Nov-19,Free Opal,Metro,1906
Nov-19,Free Opal,Bus,42709
Nov-19,Free Opal,Light Rail,1328
Nov-19,Free Opal,Ferry,2126
Nov-19,Other,Bus,26304
Nov-19,School Opal,Train,1140317
Nov-19,School Opal,Metro,92178
Nov-19,School Opal,Bus,2787603
Nov-19,School Opal,Light Rail,9377
Nov-19,School Opal,Ferry,3425
Nov-19,Gold Opal,Train,3041509
Nov-19,Gold Opal,Metro,130042
Nov-19,Gold Opal,Bus,4444174
Nov-19,Gold Opal,Light Rail,170285
Nov-19,Gold Opal,Ferry,194361
Nov-19,Opal Single Ticket,Ferry,36807
Nov-19,Opal Single Ticket,Ferry,5826
Nov-19,Opal Single Ticket,Light Rail,1971
Nov-19,Opal Single Ticket,Light Rail,508
Nov-19,Opal Single Ticket,Train,199332
Nov-19,Opal Single Ticket,Metro,7271
Nov-19,Opal Single Ticket,Train,38441
Nov-19,Opal Single Ticket,Metro,3238
Dec-19,Adult,Train,20632690
Dec-19,Adult,Metro,1240804
Dec-19,Adult,Bus,12722252
Dec-19,Adult,Light Rail,1023861
Dec-19,Adult,Ferry,830422
Dec-19,Adult,Bus,51990
Dec-19,Adult,Bus,27391
Dec-19,Adult,Bus,7586
Dec-19,Child/Youth,Train,1248962
Dec-19,Child/Youth,Metro,151506
Dec-19,Child/Youth,Bus,1447321
Dec-19,Child/Youth,Light Rail,118039
Dec-19,Child/Youth,Ferry,132933
Dec-19,Opal Single Ticket,Bus,17165
Dec-19,Opal Single Ticket,Bus,13106
Dec-19,Opal Single Ticket,Bus,4314
Dec-19,Concession,Train,1293890
Dec-19,Concession,Metro,117858
Dec-19,Concession,Bus,1033031
Dec-19,Concession,Light Rail,46274
Dec-19,Concession,Ferry,23086
Dec-19,CTP,Train,3082829
Dec-19,CTP,Metro,191824
Dec-19,CTP,Bus,2232214
Dec-19,CTP,Light Rail,203419
Dec-19,CTP,Ferry,216150
Dec-19,Day Pass Ticket,Train,103
Dec-19,Day Pass Ticket,Bus,84
Dec-19,Day Pass Ticket,Ferry,25
Dec-19,Day Pass Ticket,Train,841
Dec-19,Day Pass Ticket,Metro,7
Dec-19,Day Pass Ticket,Bus,850
Dec-19,Day Pass Ticket,Light Rail,16
Dec-19,Day Pass Ticket,Ferry,79
Dec-19,Other,Train,313184
Dec-19,Other,Metro,9472
Dec-19,Other,Bus,89096
Dec-19,Other,Light Rail,3226
Dec-19,Other,Ferry,5047
Dec-19,Free Opal,Train,30754
Dec-19,Free Opal,Metro,1910
Dec-19,Free Opal,Bus,39503
Dec-19,Free Opal,Light Rail,2233
Dec-19,Free Opal,Ferry,2168
Dec-19,Other,Bus,23818
Dec-19,School Opal,Train,539145
Dec-19,School Opal,Metro,51793
Dec-19,School Opal,Bus,1307381
Dec-19,School Opal,Light Rail,7486
Dec-19,School Opal,Ferry,2510
Dec-19,Gold Opal,Train,2856582
Dec-19,Gold Opal,Metro,140387
Dec-19,Gold Opal,Bus,4182665
Dec-19,Gold Opal,Light Rail,268570
Dec-19,Gold Opal,Ferry,182312
Dec-19,Opal Single Ticket,Ferry,47920
Dec-19,Opal Single Ticket,Ferry,15074
Dec-19,Opal Single Ticket,Light Rail,7585
Dec-19,Opal Single Ticket,Light Rail,2907
Dec-19,Opal Single Ticket,Train,212735
Dec-19,Opal Single Ticket,Metro,10143
Dec-19,Opal Single Ticket,Train,63435
Dec-19,Opal Single Ticket,Metro,7114
Jan-20,Adult,Train,20047422
Jan-20,Adult,Metro,1222213
Jan-20,Adult,Bus,12404965
Jan-20,Adult,Light Rail,1287340
Jan-20,Adult,Ferry,803124
Jan-20,Adult,Bus,49458
Jan-20,Adult,Bus,25989
Jan-20,Adult,Bus,7329
Jan-20,Child/Youth,Train,1383839
Jan-20,Child/Youth,Metro,173317
Jan-20,Child/Youth,Bus,1611069
Jan-20,Child/Youth,Light Rail,185322
Jan-20,Child/Youth,Ferry,180915
Jan-20,Opal Single Ticket,Bus,18956
Jan-20,Opal Single Ticket,Bus,14724
Jan-20,Opal Single Ticket,Bus,5103
Jan-20,Concession,Train,1177198
Jan-20,Concession,Metro,108098
Jan-20,Concession,Bus,910944
Jan-20,Concession,Light Rail,59744
Jan-20,Concession,Ferry,22170
Jan-20,CTP,Train,3416625
Jan-20,CTP,Metro,198421
Jan-20,CTP,Bus,2628423
Jan-20,CTP,Light Rail,288022
Jan-20,CTP,Ferry,232669
Jan-20,Day Pass Ticket,Train,66
Jan-20,Day Pass Ticket,Metro,2
Jan-20,Day Pass Ticket,Bus,67
Jan-20,Day Pass Ticket,Light Rail,2
Jan-20,Day Pass Ticket,Ferry,4
Jan-20,Day Pass Ticket,Train,886
Jan-20,Day Pass Ticket,Metro,13
Jan-20,Day Pass Ticket,Bus,908
Jan-20,Day Pass Ticket,Light Rail,24
Jan-20,Day Pass Ticket,Ferry,29
Jan-20,Other,Train,303539
Jan-20,Other,Metro,8277
Jan-20,Other,Bus,86718
Jan-20,Other,Light Rail,3301
Jan-20,Other,Ferry,5270
Jan-20,Free Opal,Train,29692
Jan-20,Free Opal,Metro,1600
Jan-20,Free Opal,Bus,38216
Jan-20,Free Opal,Light Rail,2769
Jan-20,Free Opal,Ferry,2192
Jan-20,Other,Bus,25607
Jan-20,School Opal,Train,135534
Jan-20,School Opal,Metro,9594
Jan-20,School Opal,Bus,336070
Jan-20,School Opal,Light Rail,5056
Jan-20,School Opal,Ferry,914
Jan-20,Gold Opal,Train,2660591
Jan-20,Gold Opal,Metro,130685
Jan-20,Gold Opal,Bus,3965486
Jan-20,Gold Opal,Light Rail,334259
Jan-20,Gold Opal,Ferry,208272
Jan-20,Opal Single Ticket,Ferry,48444
Jan-20,Opal Single Ticket,Ferry,18322
Jan-20,Opal Single Ticket,Light Rail,10700
Jan-20,Opal Single Ticket,Light Rail,4367
Jan-20,Opal Single Ticket,Train,176497
Jan-20,Opal Single Ticket,Metro,7000
Jan-20,Opal Single Ticket,Train,67572
Jan-20,Opal Single Ticket,Metro,6226
Feb-20,Adult,Train,19921172
Feb-20,Adult,Metro,1210442
Feb-20,Adult,Bus,12587420
Feb-20,Adult,Light Rail,1153361
Feb-20,Adult,Ferry,594851
Feb-20,Adult,Bus,46306
Feb-20,Adult,Bus,23497
Feb-20,Adult,Bus,6781
Feb-20,Child/Youth,Train,851652
Feb-20,Child/Youth,Metro,104015
Feb-20,Child/Youth,Bus,1267671
Feb-20,Child/Youth,Light Rail,74902
Feb-20,Child/Youth,Ferry,47403
Feb-20,Opal Single Ticket,Bus,11037
Feb-20,Opal Single Ticket,Bus,7638
Feb-20,Opal Single Ticket,Bus,2825
Feb-20,Concession,Train,1536386
Feb-20,Concession,Metro,148953
Feb-20,Concession,Bus,1322299
Feb-20,Concession,Light Rail,90573
Feb-20,Concession,Ferry,19386
Feb-20,CTP,Train,3621285
Feb-20,CTP,Metro,213212
Feb-20,CTP,Bus,2889541
Feb-20,CTP,Light Rail,288259
Feb-20,CTP,Ferry,192978
Feb-20,Day Pass Ticket,Train,38
Feb-20,Day Pass Ticket,Bus,48
Feb-20,Day Pass Ticket,Train,1062
Feb-20,Day Pass Ticket,Metro,25
Feb-20,Day Pass Ticket,Bus,1070
Feb-20,Day Pass Ticket,Light Rail,61
Feb-20,Day Pass Ticket,Ferry,21
Feb-20,Other,Train,314197
Feb-20,Other,Metro,9771
Feb-20,Other,Bus,88938
Feb-20,Other,Light Rail,2953
Feb-20,Other,Ferry,4206
Feb-20,Free Opal,Train,31272
Feb-20,Free Opal,Metro,1583
Feb-20,Free Opal,Bus,39465
